Gender,Marital_Status,Nationality,Age_At_Enrollment,Debtor,Scolarship_Holder,Tuition_Fees_Up_To_Date,Mothers_Qualification,Fathers_Qualification,Mothers_Occupation,Fathers_Occupation,Displaced,Daytime/Evening Attendance,Educational Special Needs,International,Application Mode,Application Order,Previous Qualification,Course,Previous Qualification Grade,Admission Grade,Curricular units 1st sem (credited),Curricular units 2nd sem (credited),Curricular units 1st sem (enrolled),Curricular units 2nd sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 2nd sem (evaluations),Curricular units 1st sem (approved),Curricular units 2nd sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (grade),Curricular units 1st sem (without evaluation),Curricular units 2nd sem (without evaluation),GDP,Inflation Rate,Unemployment Rate,Target
0,2,1,54,1,1,1,4,6,3,3,0,0,1,0,1,3,1,4,137.19,107.06,1,5,7,1,1,5,7,18,19.82,18.77,4,2,-2.62,1.6800000000000002,7.08,Dropout
1,2,2,45,0,0,1,5,6,10,9,0,0,0,0,2,2,3,3,101.7,110.91,4,9,6,3,9,3,1,0,19.48,2.9,4,5,-4.86,1.11,16.35,Dropout
1,1,1,21,0,0,1,6,4,2,10,0,0,1,0,2,5,4,8,173.47,191.38,1,6,4,10,7,5,8,2,13.3,5.03,4,0,3.92,7.8,15.31,Dropout
0,1,1,62,0,0,0,1,1,10,4,0,1,0,0,3,4,3,3,178.75,162.6,5,2,9,5,9,3,9,6,6.21,3.49,0,3,-4.74,8.77,9.65,Dropout
1,3,2,59,1,1,0,2,6,7,10,0,0,1,1,5,4,4,8,172.23,100.12,7,4,3,2,2,3,9,9,18.95,15.12,5,2,4.93,0.07,8.89,Enrolled
0,3,1,33,1,0,0,4,6,4,4,0,1,1,0,1,4,3,7,97.42,159.47,4,6,8,6,4,0,7,9,10.03,4.96,3,0,-3.81,-0.12,18.13,Graduate
0,2,2,64,1,1,1,5,5,6,8,1,0,1,1,4,3,3,1,131.19,185.46,5,3,3,9,5,2,6,1,8.02,13.7,5,1,-3.37,4.79,8.7,Graduate
0,3,2,30,1,0,1,4,4,10,9,1,1,0,0,1,4,3,6,127.63,172.13,2,5,8,6,16,8,9,7,4.55,16.01,1,4,-1.62,6.87,10.37,Graduate
1,3,2,60,1,0,1,3,3,7,8,0,0,1,1,3,2,2,8,169.48,115.84,3,10,7,10,3,6,1,7,3.06,16.08,1,2,1.99,2.79,8.83,Graduate
1,2,1,27,0,1,0,1,3,10,6,0,1,0,1,1,3,1,3,168.29,117.85,9,8,4,6,9,2,10,8,8.4,1.01,2,1,4.13,7.92,16.54,Dropout
1,1,2,69,1,0,1,1,5,8,9,1,1,0,0,5,5,4,8,119.21,168.83,7,10,7,10,2,1,8,7,13.78,6.84,5,0,-2.08,8.38,5.9,Enrolled
0,3,1,57,1,0,1,1,1,8,4,0,0,1,1,4,4,4,1,142.13,127.95,9,6,3,2,1,6,5,0,19.13,3.97,4,5,2.93,1.67,11.58,Dropout
0,1,1,20,0,1,0,2,3,5,9,0,0,0,0,3,5,4,6,137.88,137.41,10,4,10,4,7,4,7,0,11.6,1.61,2,5,-0.81,4.63,16.06,Enrolled
0,3,2,30,1,0,1,6,5,3,6,0,0,0,1,2,5,3,8,147.93,159.39,9,6,4,8,2,9,2,7,5.14,9.06,5,4,-0.12,7.86,16.37,Graduate
0,1,1,18,1,1,1,5,2,1,6,0,0,1,1,5,1,2,4,123.62,158.89,3,3,4,3,2,10,2,5,0.16,15.27,4,4,-0.85,1.6,11.06,Dropout
1,1,1,44,1,0,1,1,2,4,7,1,0,0,0,3,5,2,8,158.0,132.37,5,3,5,8,9,9,5,2,17.08,11.52,2,5,-0.81,-1.54,6.89,Dropout
0,2,2,68,0,1,0,4,4,5,7,0,0,1,0,5,3,3,4,111.66,125.76,4,0,4,8,5,5,6,2,10.8,5.68,4,1,4.84,2.28,19.97,Dropout
0,1,2,27,1,0,0,4,5,8,5,0,0,1,0,4,3,2,6,130.97,168.78,4,5,8,7,2,1,9,2,16.45,14.87,2,3,1.83,2.17,17.68,Enrolled
0,3,2,34,0,0,0,2,6,1,3,1,0,0,1,2,4,3,7,178.53,111.95,4,10,7,4,9,8,10,5,1.51,19.47,0,0,-3.82,8.49,8.89,Graduate
1,1,1,67,0,0,0,1,5,3,7,0,0,0,0,4,3,2,5,123.02,160.99,7,3,2,3,0,7,7,10,1.78,4.47,5,4,-3.28,-1.45,19.35,Dropout
1,2,1,28,1,1,0,4,2,1,6,0,0,0,1,3,4,2,1,122.55,121.42,7,9,3,7,4,5,5,4,1.26,5.47,5,3,-2.38,5.055,12.95,Enrolled
0,2,1,44,0,0,0,4,3,6,1,0,1,0,1,2,3,3,1,98.02,175.39,1,9,1,1,6,2,2,2,6.5,14.58,4,3,2.69,5.42,10.92,Enrolled
0,2,2,62,0,1,0,2,6,9,2,0,1,1,1,2,4,1,6,171.9,188.91,4,6,1,1,10,9,4,8,2.94,14.07,0,3,-2.4,-0.84,6.6,Graduate
1,1,1,48,0,0,0,1,4,2,2,1,1,1,0,3,5,4,7,116.16,147.03,5,10,8,3,9,4,0,8,0.7,3.37,4,0,1.01,9.05,16.98,Enrolled
1,1,2,62,0,1,1,6,2,4,9,0,0,0,0,5,4,1,5,99.34,172.13,0,10,9,3,0,2,6,0,11.83,15.32,2,2,0.58,3.56,9.21,Dropout
0,3,2,68,1,0,0,6,3,3,10,1,1,1,1,4,5,2,4,169.74,196.58,0,0,2,2,4,2,10,0,13.45,4.005,1,1,0.24,1.46,16.38,Enrolled
1,2,2,24,0,0,1,5,2,4,5,1,1,1,1,4,3,2,7,132.66,145.79,2,5,4,2,9,6,10,1,9.8,8.35,3,1,-0.22,0.3,16.73,Dropout
1,3,2,70,0,1,0,4,1,3,9,0,0,0,1,4,1,1,4,132.9,120.86,2,1,3,4,10,9,6,10,13.46,3.2,1,3,-0.67,1.98,19.35,Graduate
0,1,2,42,0,0,1,3,3,8,7,0,0,0,0,3,2,3,4,156.88,133.97,7,0,7,3,7,10,6,2,11.62,18.13,2,0,-2.77,8.57,13.15,Graduate
1,2,2,20,0,0,1,4,6,6,4,1,1,0,1,3,5,4,5,181.72,138.23,3,4,2,5,9,10,3,4,7.74,8.11,0,5,-0.26,8.61,18.27,Enrolled
1,2,1,54,1,0,1,1,4,10,4,1,0,0,0,2,3,4,3,174.1,146.7,1,6,5,1,10,1,8,4,12.84,3.36,0,0,-4.22,8.4,15.48,Graduate
0,3,2,29,1,0,0,5,5,3,3,1,1,1,0,3,5,4,1,123.83,156.3,6,1,4,2,4,2,5,5,10.09,13.35,0,3,-1.39,-0.86,16.77,Graduate
1,3,1,31,0,1,0,1,2,9,6,0,1,1,1,2,2,4,8,127.18,187.81,7,3,9,5,1,1,7,10,10.45,17.52,4,5,-1.11,3.01,10.87,Graduate
1,2,2,26,0,0,1,6,6,2,1,1,1,0,0,4,1,3,6,102.01,99.95,10,6,8,1,9,8,10,8,16.9,16.41,3,3,-0.81,4.71,13.97,Dropout
0,2,1,26,1,1,0,6,1,7,7,1,1,0,1,5,5,4,2,192.09,153.14,2,6,10,5,1,6,8,5,16.57,1.8,4,3,1.13,4.57,17.02,Enrolled
0,3,1,40,0,1,0,2,6,6,2,1,0,1,0,5,2,4,1,122.38,132.07,5,6,2,18,7,10,6,0,12.0,16.19,0,0,-4.36,8.46,19.41,Graduate
0,2,1,60,0,1,0,2,4,7,5,0,0,0,1,2,5,3,5,107.26,191.6,0,6,3,7,5,9,10,3,17.86,2.83,2,3,-2.77,3.86,5.84,Enrolled
1,3,1,48,0,1,0,1,1,4,10,1,0,1,1,4,2,1,6,179.06,168.76,1,3,6,10,1,6,3,4,11.17,2.86,4,2,0.07,6.9,7.06,Enrolled
0,3,1,59,0,1,1,1,6,2,5,0,1,1,0,5,5,2,8,191.28,163.22,6,9,10,3,2,10,10,7,8.77,6.77,4,4,4.81,6.11,7.28,Enrolled
0,2,2,35,0,1,0,4,6,3,9,0,1,0,1,3,3,2,5,100.08,125.13,7,5,4,7,0,3,0,5,1.57,8.29,2,3,2.9,0.81,16.95,Dropout
1,2,2,23,0,1,1,3,3,2,6,0,0,1,0,3,2,1,4,148.87,138.14,10,5,6,6,0,10,10,7,21.585,10.2,5,3,-3.5,6.93,12.35,Graduate
0,1,2,42,1,1,1,2,2,3,4,1,1,0,0,3,3,3,1,115.0,101.74,3,10,7,9,7,10,6,4,4.84,9.15,2,3,2.02,7.47,16.86,Enrolled
1,2,1,60,1,1,0,5,4,2,2,1,1,1,0,5,1,2,3,194.04,189.03,6,5,1,5,3,8,2,1,7.48,6.5,4,5,4.74,3.2,14.4,Enrolled
0,1,1,31,0,1,0,4,2,10,3,1,1,0,0,2,5,1,7,179.95,139.03,8,4,9,2,6,4,0,10,1.85,13.45,4,5,-4.19,3.51,13.77,Dropout
1,1,2,64,1,1,0,4,2,10,3,1,1,1,0,5,2,1,1,158.66,194.13,10,10,4,10,4,8,8,0,4.77,0.05,1,2,-1.72,5.74,18.25,Graduate
0,1,1,56,1,1,0,1,4,3,8,1,1,0,0,1,2,1,6,118.39,118.53,0,8,5,3,2,1,10,3,13.64,12.8,2,5,3.11,6.0,13.11,Dropout
1,2,1,33,1,1,0,6,3,8,1,1,0,1,1,5,4,2,2,116.78,138.81,7,2,1,6,7,9,1,10,13.53,3.98,2,2,2.35,5.07,13.42,Dropout
1,2,2,29,1,1,1,6,3,3,8,1,1,1,0,5,2,4,1,117.98,134.94,8,3,3,6,10,5,10,6,1.59,5.08,1,0,-2.31,4.51,19.62,Graduate
1,2,2,56,1,1,1,2,5,6,6,0,0,0,0,3,4,2,6,183.74,198.97,8,4,10,10,1,0,4,9,12.4,9.71,1,4,-0.14,4.46,11.35,Graduate
0,2,2,65,0,0,1,6,4,7,5,0,1,0,0,3,2,3,4,106.64,109.45,10,7,3,3,4,3,1,8,11.82,10.48,3,0,3.24,7.92,16.46,Dropout
1,2,1,23,1,0,1,6,3,6,7,1,1,0,0,1,2,1,2,122.93,174.9,5,0,1,9,10,0,3,4,0.19,19.84,4,2,1.74,7.64,27.75,Enrolled
1,1,2,48,0,0,0,1,3,4,8,1,0,0,0,5,3,2,4,126.6,159.56,7,0,4,4,6,7,5,2,0.22,19.49,3,3,-1.82,-1.21,16.93,Dropout
0,3,2,56,0,0,0,3,4,8,8,0,1,1,0,2,2,4,2,164.66,172.66,0,10,6,2,10,8,5,3,10.56,4.05,2,0,-1.53,0.67,7.13,Enrolled
1,3,2,31,0,1,1,6,5,6,6,1,1,1,0,5,4,4,8,160.85,157.39,9,1,6,3,5,9,6,1,15.35,15.08,3,1,-1.73,-0.87,16.12,Enrolled
1,1,1,49,1,1,0,2,5,4,3,0,0,0,1,4,3,1,8,120.48,175.68,7,8,10,8,0,7,7,8,10.15,7.62,5,3,-3.18,9.34,13.85,Graduate
1,1,1,40,0,1,0,2,2,7,7,0,1,0,0,3,2,2,4,181.43,116.68,5,1,2,7,8,10,8,3,6.14,13.53,3,0,-2.84,4.25,17.31,Graduate
1,3,2,26,0,1,1,6,5,1,4,1,0,1,1,1,1,3,6,187.54,194.1,7,3,8,7,6,1,5,5,19.94,7.02,4,3,2.66,8.35,19.88,Enrolled
0,3,2,110,0,0,1,3,4,6,7,0,0,0,0,5,3,2,5,182.11,117.33,7,1,10,6,4,9,5,8,19.07,17.52,2,1,3.59,6.89,12.37,Enrolled
1,2,2,51,0,0,1,4,4,8,3,1,1,0,1,3,1,1,5,96.84,196.46,6,0,7,9,10,9,2,1,3.02,4.57,5,2,-0.54,4.46,18.19,Enrolled
1,2,1,20,0,1,1,3,6,7,10,1,1,0,0,2,2,4,3,175.45,157.65,9,9,8,2,9,8,8,2,6.95,19.25,1,4,1.29,0.03,13.39,Dropout
0,2,2,47,0,0,0,3,4,10,6,0,1,0,1,5,2,2,1,144.85,192.31,8,9,6,4,10,2,4,10,6.92,9.7,1,3,-4.12,1.69,11.94,Enrolled
0,1,1,57,1,1,0,4,3,6,3,1,1,1,0,5,1,2,1,116.73,118.84,3,7,4,1,10,5,7,9,19.92,7.49,4,3,-2.74,0.5,16.19,Enrolled
0,2,1,55,1,1,1,1,3,10,8,1,0,0,0,5,5,3,6,129.47,128.23,4,10,9,7,8,5,0,6,0.62,2.41,4,2,0.84,3.32,20.535,Enrolled
1,1,1,24,0,0,0,6,1,10,9,1,1,1,0,4,5,3,7,100.67,154.33,1,6,1,5,3,7,10,2,7.68,10.31,3,3,-1.56,-1.62,9.74,Graduate
0,1,1,68,0,0,1,6,3,8,9,0,0,0,1,1,3,4,4,143.47,157.85,6,1,7,3,0,5,9,9,10.75,4.43,1,0,0.19,4.5,7.12,Enrolled
0,3,1,52,1,0,0,6,3,4,9,1,1,1,1,3,2,1,4,135.75,169.02,9,2,8,18,8,2,10,7,17.99,18.54,5,3,-0.74,0.88,19.89,Graduate
0,3,1,55,0,0,0,3,4,7,2,0,0,1,1,1,4,4,8,98.19,165.48,3,7,5,5,6,1,9,9,0.17,1.02,8,0,4.5,-1.57,6.75,Dropout
0,1,2,31,0,1,1,2,2,2,4,1,1,0,1,1,1,4,1,127.27,191.76,8,7,8,10,6,2,0,3,8.49,2.44,1,2,1.52,-1.75,17.95,Enrolled
0,2,2,39,0,1,0,3,6,8,2,0,0,0,1,1,2,4,1,135.91,171.69,4,2,1,9,7,9,6,3,16.11,9.75,1,5,4.83,5.11,6.87,Enrolled
0,1,2,48,1,1,1,5,3,10,10,1,0,0,0,2,1,4,3,99.37,182.82,4,4,1,1,5,2,2,1,7.65,3.57,2,0,2.59,-1.63,11.75,Enrolled
0,1,1,18,0,1,1,6,5,10,7,0,1,0,0,4,1,4,1,116.54,105.16,10,5,1,2,1,6,9,10,19.92,8.92,5,2,3.74,-1.99,7.07,Graduate
1,2,2,57,0,1,0,4,1,3,1,1,0,0,1,3,3,1,5,120.38,145.51,2,6,5,9,10,7,4,6,10.97,9.35,5,3,4.47,2.99,10.16,Dropout
0,2,1,29,0,1,0,6,1,4,8,1,1,0,0,5,1,1,3,104.28,196.62,5,3,7,6,4,5,1,2,13.91,16.25,4,3,4.81,7.34,18.06,Dropout
0,3,2,27,0,0,0,5,6,8,9,1,0,1,1,5,2,1,5,193.87,194.81,2,0,8,6,1,7,6,9,4.23,17.8,1,4,-2.13,8.47,15.64,Dropout
1,1,1,68,0,1,1,5,3,5,1,1,1,1,1,2,3,2,3,116.18,134.29,8,0,2,9,8,2,7,7,19.17,17.12,3,4,4.55,3.94,16.83,Enrolled
1,3,1,35,0,1,0,5,4,7,3,1,1,1,1,2,5,1,2,156.52,170.66,8,4,1,7,9,6,8,6,2.8,1.91,1,5,-4.72,-0.33,14.54,Graduate
0,1,2,29,0,0,1,1,3,8,1,1,0,0,0,3,5,4,1,195.09,139.34,5,3,6,10,0,4,7,1,8.93,4.56,5,5,1.67,7.04,8.53,Enrolled
0,1,2,43,1,0,0,2,6,4,3,0,0,0,1,1,1,1,2,117.71,153.36,6,2,1,7,9,8,3,1,14.32,3.46,0,0,-2.36,7.77,16.08,Graduate
1,2,2,41,0,0,0,2,3,8,3,0,0,0,0,4,3,1,2,113.54,189.65,6,4,10,4,7,2,2,2,17.48,8.85,1,0,1.51,-1.7,9.91,Graduate
1,2,1,56,1,0,1,5,2,3,10,0,0,0,0,2,2,3,8,144.4,97.29,1,3,9,5,5,2,10,8,14.97,2.18,5,1,1.37,0.68,10.0,Graduate
1,2,2,23,0,1,1,3,2,7,7,1,0,0,1,2,1,1,4,190.54,144.0,5,9,4,3,2,5,7,8,14.14,19.02,1,4,-3.07,5.47,7.7,Graduate
0,3,2,54,1,1,1,1,1,9,7,0,1,0,0,3,2,2,8,142.01,144.4,4,7,9,6,1,0,1,0,8.92,2.26,4,0,-3.59,9.39,17.97,Enrolled
1,3,2,18,0,1,0,1,5,10,9,1,0,1,1,4,4,4,5,108.16,151.97,6,4,10,2,0,5,0,1,10.41,1.92,2,1,2.46,5.3,17.62,Enrolled
1,3,1,60,0,0,0,6,1,6,6,1,1,0,0,1,2,4,6,165.36,107.0,10,10,7,10,8,3,2,8,13.91,3.73,1,1,3.95,6.65,10.4,Enrolled
0,3,1,29,1,0,1,5,3,9,5,1,1,0,0,5,4,4,7,181.3,282.105,9,8,5,1,6,3,0,5,16.87,6.0,2,1,3.65,0.84,5.75,Graduate
0,3,1,20,0,0,0,6,4,7,7,1,0,0,1,3,1,4,4,98.12,104.8,3,4,5,6,9,5,8,6,11.29,17.65,1,0,-4.03,3.51,15.21,Enrolled
0,2,2,51,0,0,0,5,3,8,7,1,1,1,0,3,5,4,8,153.15,97.44,10,20,3,9,2,5,2,9,12.19,10.17,2,1,-3.93,-0.75,5.43,Enrolled
1,3,2,47,1,1,1,5,1,6,9,0,0,0,0,4,5,3,7,134.17,127.22,2,6,10,2,6,10,8,3,13.93,11.13,4,5,-0.5,2.32,5.3,Graduate
1,1,1,68,1,1,1,1,1,10,7,0,1,0,0,4,2,1,7,123.55,186.15,5,9,3,2,4,0,5,6,0.98,19.33,2,5,-1.96,0.06,8.74,Graduate
0,2,2,20,0,0,1,3,3,2,1,1,0,0,0,5,1,3,3,185.31,128.44,1,9,7,6,1,3,6,7,15.87,5.99,1,5,-0.34,4.71,19.45,Enrolled
1,2,2,65,0,0,1,5,2,5,1,0,0,0,0,3,5,4,6,148.16,140.48,5,2,6,2,4,10,6,6,13.51,8.89,5,3,-3.55,7.53,15.44,Graduate
1,1,1,43,1,0,0,1,4,10,5,1,1,1,1,4,4,2,4,95.21,104.54,10,10,10,2,7,0,8,0,2.03,17.92,5,0,-0.34,2.32,18.47,Graduate
1,3,2,60,0,1,1,1,6,8,2,1,1,1,1,5,4,4,4,131.7,137.95,6,4,4,3,8,10,6,4,8.31,16.63,1,3,3.76,-1.9,10.96,Enrolled
0,2,1,52,1,0,0,5,2,1,8,1,1,1,1,5,1,3,5,157.85,144.16,2,6,2,6,10,3,4,5,5.3,17.56,5,0,-4.29,0.3,9.81,Enrolled
0,2,2,60,0,1,0,2,2,3,2,1,0,1,1,1,5,2,2,134.56,133.76,6,1,1,1,3,10,2,0,2.21,7.95,5,5,-2.5,9.67,10.37,Enrolled
1,2,1,18,0,1,1,5,3,1,6,0,0,0,0,4,3,2,1,129.06,116.7,10,0,2,5,5,8,7,7,6.56,11.32,4,1,4.25,8.52,5.03,Graduate
0,3,2,63,1,0,1,3,4,2,8,0,0,0,1,2,3,3,4,139.45,156.5,0,0,5,16,4,1,1,0,15.4,17.89,2,3,2.75,0.47,6.39,Enrolled
1,2,2,54,1,1,0,6,4,4,3,0,0,0,1,4,3,2,3,145.5,190.89,4,8,7,1,2,4,6,1,19.11,16.9,0,5,0.63,1.6,11.11,Dropout
1,1,2,29,1,1,1,6,5,10,8,1,0,1,1,3,1,3,8,165.0,160.02,1,7,9,2,6,1,0,6,6.65,17.15,4,0,2.58,9.67,10.03,Dropout
0,1,2,126,1,1,1,1,4,9,3,0,0,1,0,3,1,1,7,117.79,108.28,7,6,9,4,4,0,8,0,11.2,15.41,4,1,7.2749999999999995,7.98,6.12,Dropout
1,1,1,45,1,1,1,5,1,3,6,0,0,1,1,2,5,1,3,95.99,112.52,2,5,4,9,6,7,2,0,19.33,11.34,0,1,3.23,6.47,18.75,Enrolled
1,2,2,27,0,1,1,4,5,8,10,0,0,0,0,1,5,3,4,128.46,121.55,0,1,6,10,2,3,7,3,8.19,7.05,4,5,-2.24,5.8,12.83,Dropout
1,3,1,36,1,0,0,5,4,2,6,0,1,1,1,2,4,2,7,128.98,154.6,8,6,1,2,4,7,8,3,11.58,4.01,4,5,2.15,9.99,12.23,Dropout
0,3,1,37,1,1,1,4,6,9,2,0,1,1,1,2,4,4,3,124.32,98.98,3,9,10,7,7,6,8,0,14.27,4.89,0,2,-3.48,7.25,6.68,Dropout
1,2,2,18,1,0,1,5,1,2,7,0,1,1,0,3,4,3,6,164.01,160.69,1,9,8,3,5,9,7,1,13.11,17.02,4,4,-1.29,1.24,13.0,Enrolled
0,2,1,47,0,1,0,2,5,8,4,0,0,1,1,1,1,2,1,129.58,180.19,9,10,10,9,3,8,6,0,8.82,16.79,0,3,-1.14,-0.39,10.08,Dropout
1,2,2,43,0,1,0,3,1,1,6,1,1,0,0,2,1,2,6,171.92,153.7,1,9,9,10,8,0,2,8,15.8,5.33,4,1,-4.13,4.800000000000001,11.27,Enrolled
0,3,2,64,0,1,1,1,3,9,4,0,1,1,1,3,5,1,1,108.81,128.41,7,9,5,7,1,4,0,8,6.93,11.35,2,4,-2.56,4.75,6.72,Enrolled
0,3,1,18,0,0,1,6,3,8,9,0,0,0,0,5,3,2,6,134.26,151.09,4,0,7,2,5,4,2,2,10.14,2.07,5,5,3.18,4.04,10.31,Enrolled
1,1,1,57,1,1,1,3,2,6,5,1,1,0,0,5,3,1,4,149.62,100.33,5,4,9,8,4,3,2,5,0.32,11.01,1,0,-3.05,7.79,15.39,Graduate
1,1,2,20,1,0,1,6,4,8,4,0,1,0,0,2,4,2,3,100.83,182.26,5,8,10,7,1,7,2,7,1.28,13.45,5,3,-3.42,6.52,16.52,Graduate
1,2,2,31,1,1,1,5,3,8,1,1,0,0,0,3,3,2,7,188.03,160.59,9,5,6,10,3,1,4,7,5.97,4.64,5,1,0.32,9.72,17.33,Graduate
1,3,2,33,1,1,0,6,6,3,4,0,1,0,0,5,5,1,2,133.39,117.3,7,3,1,6,1,6,0,10,3.97,15.41,1,4,-1.56,5.64,17.57,Enrolled
1,1,1,58,1,0,1,2,4,2,4,0,1,0,1,4,5,3,8,131.89,127.69,10,8,4,5,6,18,9,0,9.84,0.07,0,2,1.43,-0.28,18.93,Dropout
0,3,1,41,0,1,1,3,3,3,8,0,0,0,0,4,4,3,1,179.38,179.63,0,8,8,4,3,5,7,9,15.19,10.11,3,2,-3.98,8.75,9.15,Graduate
1,3,1,66,1,1,1,6,1,5,5,0,0,1,1,3,2,3,6,103.99,193.21,9,3,8,6,3,0,10,1,3.34,15.65,5,1,-4.91,7.45,6.92,Graduate
1,3,2,37,0,1,1,4,2,8,2,1,0,1,1,3,5,3,8,143.55,144.11,7,9,9,4,6,6,6,0,7.1,19.14,2,5,-1.06,5.55,13.04,Enrolled
1,3,2,64,0,1,1,4,1,7,2,1,1,0,1,2,5,4,3,196.35,152.66,0,8,6,6,5,0,3,10,6.73,19.24,3,0,3.65,7.33,11.11,Dropout
1,2,1,49,0,0,1,6,1,3,7,0,0,1,1,2,5,2,6,199.47,179.71,8,5,6,6,8,8,9,0,16.7,7.26,4,5,-1.86,-0.26,6.94,Dropout
0,2,1,60,1,0,0,5,5,1,10,0,0,1,1,3,5,2,2,158.9,147.57,6,9,2,10,7,2,10,8,17.4,16.0,4,2,3.08,3.22,16.94,Enrolled
1,1,1,38,1,1,1,6,5,8,10,0,0,1,1,2,1,2,7,174.6,190.4,7,6,7,8,1,10,7,2,4.25,9.97,4,5,0.24,1.63,5.89,Dropout
0,3,1,67,0,1,0,3,2,4,6,0,1,0,0,4,4,3,3,131.33,193.53000000000003,5,1,6,2,3,0,2,8,14.07,14.82,5,1,3.18,3.4,11.85,Dropout
